ID,ContentURI,Filename,DownloadStatus
1756078055008,https://media.ringcentral.com/restapi/v1.0/account/1962267020/extension/1962267020/message-store/1756078055008/content/1756078055008,fax_1756078055008.pdf,Success
1755814978008,https://media.ringcentral.com/restapi/v1.0/account/1962267020/extension/1962267020/message-store/1755814978008/content/1755814978008,fax_1755814978008.pdf,Success
